timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1760,-0.127563,-0.014218,0.878383,-2.642668,-1.196933,0.350540
1765,-0.122681,-0.015194,0.872037,-2.688474,-1.074787,0.518491
1771,-0.122926,-0.017635,0.873745,-2.749546,-0.906835,0.442150
1776,-0.130003,-0.016659,0.863251,-2.749546,-0.799957,0.594833
1782,-0.133420,-0.005432,0.868864,-2.703742,-0.967909,0.396345
1787,-0.140742,0.001402,0.869840,-2.703742,-1.181665,0.243662
1793,-0.142938,-0.003968,0.864715,-2.795351,-1.151128,0.518491
1798,-0.130735,-0.005432,0.874478,-2.810620,-1.166397,0.320003
1804,-0.125854,-0.016659,0.875210,-2.734278,-1.090055,0.320003
1809,-0.127563,-0.023004,0.876918,-2.581595,-1.227470,0.472686
1815,-0.129759,-0.019831,0.871061,-2.612132,-1.212201,0.533760
1821,-0.136837,-0.015438,0.875454,-2.841157,-1.120592,0.503223
1826,-0.133420,-0.010069,0.874966,-2.764815,-0.861031,0.472686
1832,-0.136837,-0.015194,0.873257,-2.566327,-1.288543,0.411613
1837,-0.131956,-0.005920,0.869596,-2.764815,-1.151128,0.365808
1843,-0.136349,-0.013974,0.877406,-2.780083,-1.303811,0.426881
1848,-0.134640,-0.012754,0.878383,-2.764815,-1.120592,0.197857
1854,-0.124146,-0.009825,0.879359,-2.780083,-1.181665,0.243662
1859,-0.128539,-0.010313,0.867400,-2.627400,-0.891567,0.304735
1865,-0.133420,-0.010557,0.866912,-2.703742,-1.364884,0.274199
1871,-0.129515,-0.002747,0.875698,-2.734278,-1.135860,0.335272
1876,-0.131223,-0.013486,0.879603,-2.505254,-1.242738,0.518491
1882,-0.129759,-0.013730,0.870085,-2.871693,-1.258006,0.503223
1887,-0.128539,-0.017147,0.867644,-2.795351,-1.532836,0.442150
1893,-0.132444,-0.016903,0.877162,-2.764815,-1.212201,0.381077
1898,-0.136105,-0.012998,0.874722,-2.596863,-1.181665,0.304735
1904,-0.137081,-0.006896,0.879603,-2.688474,-1.288543,0.533760
1909,-0.129759,-0.005676,0.873013,-2.734278,-1.059519,0.304735
1915,-0.130491,-0.007872,0.873013,-2.825888,-1.288543,0.258930
1921,-0.123658,-0.017147,0.870085,-2.856425,-1.303811,0.365808
1926,-0.130003,-0.012998,0.876430,-2.856425,-1.181665,0.258930
1932,-0.127563,-0.010313,0.864227,-2.612132,-1.227470,0.350540
1937,-0.132932,-0.012998,0.873745,-2.719010,-1.120592,0.487955
1943,-0.129271,-0.015438,0.869108,-2.688474,-1.258006,0.655906
1948,-0.132444,-0.014462,0.869108,-2.871693,-1.151128,0.381077
1954,-0.131712,-0.007628,0.866180,-2.749546,-1.105323,0.182589
1959,-0.129515,-0.018367,0.866424,-2.642668,-1.120592,0.365808
1965,-0.130247,-0.013242,0.868376,-2.734278,-0.876299,0.411613
1970,-0.133420,-0.016659,0.861299,-2.871693,-1.212201,0.411613
1976,-0.127319,-0.014218,0.876918,-2.703742,-1.120592,0.411613
1982,-0.128539,-0.014462,0.871305,-2.825888,-0.998445,0.213125
1987,-0.132932,-0.008361,0.872281,-2.703742,-1.196933,0.442150
1993,-0.128783,-0.007872,0.873501,-2.780083,-1.135860,0.655906
1998,-0.129759,-0.016414,0.867644,-2.581595,-1.090055,0.365808
2004,-0.132444,-0.009581,0.873501,-2.703742,-1.120592,0.274199
2009,-0.132688,-0.012998,0.869840,-2.795351,-1.090055,0.365808
2015,-0.125610,-0.012021,0.867400,-2.780083,-1.166397,0.579565
2020,-0.128051,-0.012754,0.869840,-2.734278,-0.922104,0.365808
2026,-0.132932,-0.010313,0.881067,-2.917498,-1.349616,0.396345
2032,-0.136837,-0.012021,0.874722,-2.627400,-1.227470,0.258930
2037,-0.125122,-0.009337,0.875210,-2.596863,-1.013714,0.365808
2043,-0.139521,-0.009581,0.871305,-2.703742,-1.364884,0.426881
2048,-0.130491,-0.011289,0.873745,-2.749546,-1.135860,0.335272
2054,-0.120241,-0.013486,0.870817,-2.596863,-1.090055,0.350540
2059,-0.132200,-0.016414,0.869352,-2.810620,-1.074787,0.472686
2065,-0.132444,-0.014218,0.871061,-2.657937,-1.074787,0.533760
2070,-0.134152,-0.007628,0.872769,-2.841157,-1.166397,0.381077
